scenario,pathway,portable_mapping_key,exchange_type,provider_or_flow_name,provider_location,biosphere_categories,flow_unit,method_slug,impact_category,impact_unit,factor_unit,include_in_lcia,factor_value,factor_source,factor_reference,factor_notes
s_c1,BC1,"technosphere::market for polyethylene, high density, granulate::GLO::kilogram",technosphere,"market for polyethylene, high density, granulate",GLO,,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,acidification,kg SO2-Eq,kg SO2-Eq/kilogram,True,,,,
s_c1,BC1,"technosphere::market for polyethylene, high density, granulate::GLO::kilogram",technosphere,"market for polyethylene, high density, granulate",GLO,,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,particulate matter formation,PM2.5-Eq,PM2.5-Eq/kilogram,True,,,,
s_c1,BC1,"technosphere::market for polyethylene, high density, granulate::GLO::kilogram",technosphere,"market for polyethylene, high density, granulate",GLO,,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,ecotoxicity: freshwater,CTUe,CTUe/kilogram,True,,,,
s_c1,BC1,"technosphere::market for polyethylene, high density, granulate::GLO::kilogram",technosphere,"market for polyethylene, high density, granulate",GLO,,kilogram,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,photochemical oxidant formation,kg O3-Eq,kg O3-Eq/kilogram,True,,,,
s_c1,BC1,"technosphere::market for iron(III) chloride, without water, in 14% iron solution state::GLO::kilogram",technosphere,"market for iron(III) chloride, without water, in 14% iron solution state",GLO,,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,climate change,kg CO2-Eq,kg CO2-Eq/kilogram,True,,,,
s_c1,BC1,"technosphere::market for iron(III) chloride, without water, in 14% iron solution state::GLO::kilogram",technosphere,"market for iron(III) chloride, without water, in 14% iron solution state",GLO,,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,eutrophication,kg N-Eq,kg N-Eq/kilogram,True,,,,
s_c1,BC1,"technosphere::market for iron(III) chloride, without water, in 14% iron solution state::GLO::kilogram",technosphere,"market for iron(III) chloride, without water, in 14% iron solution state",GLO,,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,acidification,kg SO2-Eq,kg SO2-Eq/kilogram,True,,,,
s_c1,BC1,"technosphere::market for iron(III) chloride, without water, in 14% iron solution state::GLO::kilogram",technosphere,"market for iron(III) chloride, without water, in 14% iron solution state",GLO,,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,particulate matter formation,PM2.5-Eq,PM2.5-Eq/kilogram,True,,,,
s_c1,BC1,"technosphere::market for iron(III) chloride, without water, in 14% iron solution state::GLO::kilogram",technosphere,"market for iron(III) chloride, without water, in 14% iron solution state",GLO,,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,ecotoxicity: freshwater,CTUe,CTUe/kilogram,True,,,,
s_c1,BC1,"technosphere::market for iron(III) chloride, without water, in 14% iron solution state::GLO::kilogram",technosphere,"market for iron(III) chloride, without water, in 14% iron solution state",GLO,,kilogram,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,photochemical oxidant formation,kg O3-Eq,kg O3-Eq/kilogram,True,,,,
s_c1,BC1,"technosphere::market for hydrochloric acid, without water, in 30% solution state::RoW::kilogram",technosphere,"market for hydrochloric acid, without water, in 30% solution state",RoW,,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,climate change,kg CO2-Eq,kg CO2-Eq/kilogram,True,,,,
s_c1,BC1,"technosphere::market for hydrochloric acid, without water, in 30% solution state::RoW::kilogram",technosphere,"market for hydrochloric acid, without water, in 30% solution state",RoW,,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,eutrophication,kg N-Eq,kg N-Eq/kilogram,True,,,,
s_c1,BC1,"technosphere::market for hydrochloric acid, without water, in 30% solution state::RoW::kilogram",technosphere,"market for hydrochloric acid, without water, in 30% solution state",RoW,,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,acidification,kg SO2-Eq,kg SO2-Eq/kilogram,True,,,,
s_c1,BC1,"technosphere::market for hydrochloric acid, without water, in 30% solution state::RoW::kilogram",technosphere,"market for hydrochloric acid, without water, in 30% solution state",RoW,,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,particulate matter formation,PM2.5-Eq,PM2.5-Eq/kilogram,True,,,,
s_c1,BC1,"technosphere::market for hydrochloric acid, without water, in 30% solution state::RoW::kilogram",technosphere,"market for hydrochloric acid, without water, in 30% solution state",RoW,,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,ecotoxicity: freshwater,CTUe,CTUe/kilogram,True,,,,
s_c1,BC1,"technosphere::market for hydrochloric acid, without water, in 30% solution state::RoW::kilogram",technosphere,"market for hydrochloric acid, without water, in 30% solution state",RoW,,kilogram,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,photochemical oxidant formation,kg O3-Eq,kg O3-Eq/kilogram,True,,,,
s_c1,BC1,"technosphere::market for natural gas, high pressure::US::cubic meter",technosphere,"market for natural gas, high pressure",US,,cubic meter,IPCC_2021__climate_change__global_warming_potential_GWP100,climate change,kg CO2-Eq,kg CO2-Eq/cubic meter,True,,,,
s_c1,BC1,"technosphere::market for natural gas, high pressure::US::cubic meter",technosphere,"market for natural gas, high pressure",US,,cubic meter,TRACI_v2_1__eutrophication__eutrophication_potential,eutrophication,kg N-Eq,kg N-Eq/cubic meter,True,,,,
s_c1,BC1,"technosphere::market for natural gas, high pressure::US::cubic meter",technosphere,"market for natural gas, high pressure",US,,cubic meter,TRACI_v2_1__acidification__acidification_potential_AP,acidification,kg SO2-Eq,kg SO2-Eq/cubic meter,True,,,,
s_c1,BC1,"technosphere::market for natural gas, high pressure::US::cubic meter",technosphere,"market for natural gas, high pressure",US,,cubic meter,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,particulate matter formation,PM2.5-Eq,PM2.5-Eq/cubic meter,True,,,,
s_c1,BC1,"technosphere::market for natural gas, high pressure::US::cubic meter",technosphere,"market for natural gas, high pressure",US,,cubic meter,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,ecotoxicity: freshwater,CTUe,CTUe/cubic meter,True,,,,
s_c1,BC1,"technosphere::market for natural gas, high pressure::US::cubic meter",technosphere,"market for natural gas, high pressure",US,,cubic meter,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,photochemical oxidant formation,kg O3-Eq,kg O3-Eq/cubic meter,True,,,,
s_c1,BC1,"technosphere::market for sodium hydroxide, without water, in 50% solution state::GLO::kilogram",technosphere,"market for sodium hydroxide, without water, in 50% solution state",GLO,,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,climate change,kg CO2-Eq,kg CO2-Eq/kilogram,True,,,,
s_c1,BC1,"technosphere::market for sodium hydroxide, without water, in 50% solution state::GLO::kilogram",technosphere,"market for sodium hydroxide, without water, in 50% solution state",GLO,,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,eutrophication,kg N-Eq,kg N-Eq/kilogram,True,,,,
s_c1,BC1,"technosphere::market for sodium hydroxide, without water, in 50% solution state::GLO::kilogram",technosphere,"market for sodium hydroxide, without water, in 50% solution state",GLO,,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,acidification,kg SO2-Eq,kg SO2-Eq/kilogram,True,,,,
s_c1,BC1,"technosphere::market for sodium hydroxide, without water, in 50% solution state::GLO::kilogram",technosphere,"market for sodium hydroxide, without water, in 50% solution state",GLO,,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,particulate matter formation,PM2.5-Eq,PM2.5-Eq/kilogram,True,,,,
s_c1,BC1,"technosphere::market for sodium hydroxide, without water, in 50% solution state::GLO::kilogram",technosphere,"market for sodium hydroxide, without water, in 50% solution state",GLO,,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,ecotoxicity: freshwater,CTUe,CTUe/kilogram,True,,,,
s_c1,BC1,"technosphere::market for sodium hydroxide, without water, in 50% solution state::GLO::kilogram",technosphere,"market for sodium hydroxide, without water, in 50% solution state",GLO,,kilogram,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,photochemical oxidant formation,kg O3-Eq,kg O3-Eq/kilogram,True,,,,
s_c1,BC1,biosphere::Oxygen::natural resource > in air::kilogram,biosphere,Oxygen,,natural resource > in air,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,climate change,kg CO2-Eq,kg CO2-Eq/kilogram,True,,,,
s_c1,BC1,biosphere::Oxygen::natural resource > in air::kilogram,biosphere,Oxygen,,natural resource > in air,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,eutrophication,kg N-Eq,kg N-Eq/kilogram,True,,,,
s_c1,BC1,biosphere::Oxygen::natural resource > in air::kilogram,biosphere,Oxygen,,natural resource > in air,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,acidification,kg SO2-Eq,kg SO2-Eq/kilogram,True,,,,
s_c1,BC1,biosphere::Oxygen::natural resource > in air::kilogram,biosphere,Oxygen,,natural resource > in air,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,particulate matter formation,PM2.5-Eq,PM2.5-Eq/kilogram,True,,,,
s_c1,BC1,biosphere::Oxygen::natural resource > in air::kilogram,biosphere,Oxygen,,natural resource > in air,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,ecotoxicity: freshwater,CTUe,CTUe/kilogram,True,,,,
s_c1,BC1,biosphere::Oxygen::natural resource > in air::kilogram,biosphere,Oxygen,,natural resource > in air,kilogram,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,photochemical oxidant formation,kg O3-Eq,kg O3-Eq/kilogram,True,,,,
s_c1,BC1,biosphere::biogenic co2::inventory indicator > output flow::kilogram,biosphere,biogenic co2,,inventory indicator > output flow,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,climate change,kg CO2-Eq,kg CO2-Eq/kilogram,True,,,,
s_c1,BC1,biosphere::biogenic co2::inventory indicator > output flow::kilogram,biosphere,biogenic co2,,inventory indicator > output flow,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,eutrophication,kg N-Eq,kg N-Eq/kilogram,True,,,,
s_c1,BC1,biosphere::biogenic co2::inventory indicator > output flow::kilogram,biosphere,biogenic co2,,inventory indicator > output flow,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,acidification,kg SO2-Eq,kg SO2-Eq/kilogram,True,,,,
s_c1,BC1,biosphere::biogenic co2::inventory indicator > output flow::kilogram,biosphere,biogenic co2,,inventory indicator > output flow,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,particulate matter formation,PM2.5-Eq,PM2.5-Eq/kilogram,True,,,,
s_c1,BC1,biosphere::biogenic co2::inventory indicator > output flow::kilogram,biosphere,biogenic co2,,inventory indicator > output flow,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,ecotoxicity: freshwater,CTUe,CTUe/kilogram,True,,,,
s_c1,BC1,biosphere::biogenic co2::inventory indicator > output flow::kilogram,biosphere,biogenic co2,,inventory indicator > output flow,kilogram,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,photochemical oxidant formation,kg O3-Eq,kg O3-Eq/kilogram,True,,,,
s_c1,BC1,"biosphere::non-condensable gas, graphitization::inventory indicator > output flow::kilogram",biosphere,"non-condensable gas, graphitization",,inventory indicator > output flow,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,climate change,kg CO2-Eq,kg CO2-Eq/kilogram,True,,,,
s_c1,BC1,"biosphere::non-condensable gas, graphitization::inventory indicator > output flow::kilogram",biosphere,"non-condensable gas, graphitization",,inventory indicator > output flow,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,eutrophication,kg N-Eq,kg N-Eq/kilogram,True,,,,
s_c1,BC1,"biosphere::non-condensable gas, graphitization::inventory indicator > output flow::kilogram",biosphere,"non-condensable gas, graphitization",,inventory indicator > output flow,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,acidification,kg SO2-Eq,kg SO2-Eq/kilogram,True,,,,
s_c1,BC1,"biosphere::non-condensable gas, graphitization::inventory indicator > output flow::kilogram",biosphere,"non-condensable gas, graphitization",,inventory indicator > output flow,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,particulate matter formation,PM2.5-Eq,PM2.5-Eq/kilogram,True,,,,
s_c1,BC1,"biosphere::non-condensable gas, graphitization::inventory indicator > output flow::kilogram",biosphere,"non-condensable gas, graphitization",,inventory indicator > output flow,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,ecotoxicity: freshwater,CTUe,CTUe/kilogram,True,,,,
s_c1,BC1,"biosphere::non-condensable gas, graphitization::inventory indicator > output flow::kilogram",biosphere,"non-condensable gas, graphitization",,inventory indicator > output flow,kilogram,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,photochemical oxidant formation,kg O3-Eq,kg O3-Eq/kilogram,True,,,,
s_c1,BC1,"biosphere::water out, from waste water management::inventory indicator > output flow::kilogram",biosphere,"water out, from waste water management",,inventory indicator > output flow,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,climate change,kg CO2-Eq,kg CO2-Eq/kilogram,True,,,,
s_c1,BC1,"biosphere::water out, from waste water management::inventory indicator > output flow::kilogram",biosphere,"water out, from waste water management",,inventory indicator > output flow,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,eutrophication,kg N-Eq,kg N-Eq/kilogram,True,,,,
s_c1,BC1,"biosphere::water out, from waste water management::inventory indicator > output flow::kilogram",biosphere,"water out, from waste water management",,inventory indicator > output flow,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,acidification,kg SO2-Eq,kg SO2-Eq/kilogram,True,,,,
s_c1,BC1,"biosphere::water out, from waste water management::inventory indicator > output flow::kilogram",biosphere,"water out, from waste water management",,inventory indicator > output flow,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,particulate matter formation,PM2.5-Eq,PM2.5-Eq/kilogram,True,,,,
s_c1,BC1,"biosphere::water out, from waste water management::inventory indicator > output flow::kilogram",biosphere,"water out, from waste water management",,inventory indicator > output flow,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,ecotoxicity: freshwater,CTUe,CTUe/kilogram,True,,,,
s_c1,BC1,"biosphere::water out, from waste water management::inventory indicator > output flow::kilogram",biosphere,"water out, from waste water management",,inventory indicator > output flow,kilogram,TRACI_v2_1__photochemical_oxidant_formation__maximum_incremental_reactivity_MIR,photochemical oxidant formation,kg O3-Eq,kg O3-Eq/kilogram,True,,,,
s_c1,BC1,"biosphere::Carbon dioxide, fossil::air > urban air close to ground::kilogram",biosphere,"Carbon dioxide, fossil",,air > urban air close to ground,kilogram,IPCC_2021__climate_change__global_warming_potential_GWP100,climate change,kg CO2-Eq,kg CO2-Eq/kilogram,True,,,,
s_c1,BC1,"biosphere::Carbon dioxide, fossil::air > urban air close to ground::kilogram",biosphere,"Carbon dioxide, fossil",,air > urban air close to ground,kilogram,TRACI_v2_1__eutrophication__eutrophication_potential,eutrophication,kg N-Eq,kg N-Eq/kilogram,True,,,,
s_c1,BC1,"biosphere::Carbon dioxide, fossil::air > urban air close to ground::kilogram",biosphere,"Carbon dioxide, fossil",,air > urban air close to ground,kilogram,TRACI_v2_1__acidification__acidification_potential_AP,acidification,kg SO2-Eq,kg SO2-Eq/kilogram,True,,,,
s_c1,BC1,"biosphere::Carbon dioxide, fossil::air > urban air close to ground::kilogram",biosphere,"Carbon dioxide, fossil",,air > urban air close to ground,kilogram,TRACI_v2_1__particulate_matter_formation__particulate_matter_formation_potential_PMFP,particulate matter formation,PM2.5-Eq,PM2.5-Eq/kilogram,True,,,,
s_c1,BC1,"biosphere::Carbon dioxide, fossil::air > urban air close to ground::kilogram",biosphere,"Carbon dioxide, fossil",,air > urban air close to ground,kilogram,TRACI_v2_1__ecotoxicity_freshwater__ecotoxicity_freshwater,ecotoxicity: freshwater,CTUe,CTUe/kilogram,True,,,,
