state,scenario,climate change,acidification,eutrophication,ecotoxicity: freshwater,particulate matter formation,photochemical oxidant formation
NC,s_o2,3.59841867214827,0.011343590036417845,0.012932656421977122,51.94547060015668,0.002783195822379395,0.18765424405987766
ND,s_c1,5.422534038058654,0.022062030847259863,0.04058689163306676,112.26437582734208,0.014403319468998118,0.28732128086223757
ND,s_c2,5.317724390311111,0.018263150813943738,0.03182239414316769,85.71597100129644,0.011398132667900065,0.2655511844361757
ND,s_o1,6.684386991807582,0.023870226003181005,0.04074459770979949,110.97354558111851,0.013365599361754516,0.35719849464359116
ND,s_o2,3.6251002555055565,0.01311971446852547,0.022410437700226347,61.37078633302916,0.007337798187625612,0.19489789912292915
NE,s_c1,5.44135965522986,0.022157831965388116,0.04059270569545536,112.558700131736,0.014407595866648486,0.29004451107508045
NE,s_c2,5.386556528157863,0.018613428614076766,0.03184365210991281,86.79210948363409,0.011413768468303354,0.2755081359503887
NE,s_o1,6.768198231949158,0.024296730507349866,0.0407704817897007,112.28387101325308,0.013384637791525848,0.3693222566033559
NE,s_o2,3.6685578044543448,0.013340864284892435,0.0224238590344937,62.050212284842324,0.007347669936239498,0.20118427524527194
NH,s_c1,3.8245113895547664,0.013978565251097513,0.01261940918925591,84.20611557870355,0.0028851948237449683,0.22676959079147124
NH,s_c2,4.0406846103235265,0.011848782273793013,0.009433805678775295,63.4336311587641,0.0021721750654751975,0.21859083535085105
NH,s_o1,5.267439886633368,0.016748561552619258,0.015835921653823137,86.20544929657638,0.0031006515124349303,0.30530692590437186
NH,s_o2,2.8488500530632477,0.009216040594280665,0.008765748859884572,47.79492268007731,0.0017150276328163397,0.16640489821443352
NJ,s_c1,5.369508775445955,0.020483910384910476,0.020827586517713048,93.02939755035409,0.004751699755251711,0.27495061269971754
NJ,s_c2,5.278631896617897,0.017061266403768902,0.016010704087781498,70.50338938150333,0.003667734045648494,0.2571964445686286
NJ,s_o1,6.644907949154076,0.022548509979284745,0.023154058386419898,94.07199278302559,0.004764764963478025,0.3482635156722811
